Fighter,Division,Stance,top10_wins,elo_avg,elo_max,years_in_top10,years_champ,ko_percentage,win_percentage
Luis Castillo,Light Welterweight,Orthodox,0.056338028169,1230.74823014,1334.4434854,6,0,0.225352112676,0.507042253521
Joe Medel,Bantamweight,Orthodox,0.0560747663551,1229.9012962,1303.66681225,0,0,0.411214953271,0.644859813084
Pete Nebo,NA,NA,0.056,1216.17282035,1296.66750265,3,0,0.112,0.552
Mickey Walker,Middleweight,Orthodox,0.0557620817844,1261.79616303,1418.02596453,8,5,0.24907063197,0.617100371747
Yolande Pompey,NA,NA,0.0555555555556,1252.66918637,1332.52339433,8,0,0.462962962963,0.685185185185
Hector Camacho,Middleweight,Southpaw,0.0555555555556,1306.01387703,1444.00462508,11,0,0.411111111111,0.866666666667
Amado Ursua,Light Flyweight,Orthodox,0.0555555555556,1219.24051651,1269.85744528,0,0,0.444444444444,0.611111111111
Dario Hidalgo,NA,NA,0.0555555555556,1282.99658056,1374.84540075,1,0,0.194444444444,0.694444444444
Verno Phillips,Light Middleweight,Orthodox,0.0555555555556,1272.61792209,1348.64214331,11,0,0.37037037037,0.759259259259
Jerry Moore,NA,NA,0.0555555555556,1235.77249458,1338.80347804,0,0,0.0833333333333,0.555555555556
Len Matthews,Lightweight,Orthodox,0.0555555555556,1243.51996684,1299.77816212,3,0,0.518518518519,0.759259259259
Speedy Dado,NA,NA,0.0552147239264,1237.22580479,1339.508092,5,0,0.21472392638,0.613496932515
Pete Latzo,Welterweight,Southpaw,0.0551724137931,1252.84244117,1351.5723497,5,1,0.165517241379,0.668965517241
Orlando Zulueta,NA,NA,0.0551181102362,1272.11608075,1411.61729706,5,0,0.0551181102362,0.535433070866
Glen Johnson,Light Heavyweight,Orthodox,0.0549450549451,1243.27007304,1311.17469239,9,1,0.395604395604,0.582417582418
Arthur Danahar,NA,NA,0.0547945205479,1383.3769269,1505.50383765,1,0,0.397260273973,0.890410958904
Billy Backus,Welterweight,Southpaw,0.0547945205479,1231.29840212,1300.01191275,6,1,0.287671232877,0.657534246575
Eduardo Guerrero,Featherweight,Orthodox,0.0545454545455,1247.97714361,1315.73519941,0,0,0.363636363636,0.654545454545
Paulie Ayala,Bantamweight,Southpaw,0.0545454545455,1250.93225435,1343.64838863,9,2,0.363636363636,0.854545454545
Sergio Gabriel Martinez,Middleweight,Southpaw,0.0545454545455,1272.42828068,1385.43688028,7,4,0.381818181818,0.909090909091
Kuniaki Shibata,Super Featherweight,Orthodox,0.0545454545455,1257.16438944,1395.91165111,7,2,0.4,0.836363636364
Betulio Gonzalez,Flyweight,Orthodox,0.054347826087,1279.47172403,1377.53383043,12,0,0.54347826087,0.826086956522
Panama Al Brown,Bantamweight,Orthodox,0.0542168674699,1259.8662493,1417.79531297,10,4,0.349397590361,0.789156626506
Antonio Amaya,Super Featherweight,Orthodox,0.0540540540541,1232.00834418,1394.09592913,5,0,0.108108108108,0.621621621622
Jose Becerra,Bantamweight,Orthodox,0.0540540540541,1275.29420164,1393.76870232,3,1,0.527027027027,0.905405405405
Little Pancho,NA,NA,0.0537634408602,1230.09200271,1323.48042462,6,0,0.139784946237,0.682795698925
Orlando Canizales,Bantamweight,Orthodox,0.0535714285714,1321.54996123,1435.90677952,10,0,0.607142857143,0.875
Brian Mitchell,NA,NA,0.0535714285714,1251.61690605,1298.43987322,5,1,0.375,0.857142857143
Joey Scalfaro,NA,NA,0.0535714285714,1228.82216015,1420.9233931,3,0,0.214285714286,0.571428571429
Oleydong Sithsamerchai,Super Flyweight,Southpaw,0.0535714285714,1337.48791154,1449.85517255,6,0,0.339285714286,0.964285714286
Tony Anthony,Heavyweight,Orthodox,0.0533333333333,1338.22662871,1391.64138908,3,0,0.546666666667,0.786666666667
Tony Zale,Light Welterweight,Orthodox,0.0531914893617,1258.00045184,1332.15453849,10,6,0.478723404255,0.734042553191
Ron Gordon,NA,NA,0.0531914893617,1231.81193134,1316.50751161,0,0,0.031914893617,0.627659574468
Jackie Johnston,NA,NA,0.0526315789474,1281.10324733,1417.67766772,0,0,0.131578947368,0.723684210526
Chuck Hellman,Bantamweight,Orthodox,0.0526315789474,1234.63344664,1417.92271164,2,0,0.175438596491,0.561403508772
Ramon Fuentes,NA,NA,0.0526315789474,1279.2712347,1356.34374782,4,0,0.175438596491,0.701754385965
Reuben Shank,NA,NA,0.0526315789474,1202.37227257,1329.82152419,1,0,0.175438596491,0.508771929825
Bennie Briscoe,Middleweight,Orthodox,0.0526315789474,1269.57965022,1372.64518788,8,0,0.547368421053,0.684210526316
Mauro Mina,Light Heavyweight,Orthodox,0.0526315789474,1265.69990168,1342.07851913,5,0,0.40350877193,0.894736842105
Lee Oma,Heavyweight,Orthodox,0.0526315789474,1232.78532115,1307.87941531,5,0,0.294736842105,0.663157894737
Leroy Haley,Light Welterweight,Orthodox,0.0526315789474,1259.08440681,1358.48084804,4,0,0.263157894737,0.842105263158
Art Lasky,Heavyweight,Orthodox,0.0526315789474,1244.00662658,1359.57749131,1,0,0.561403508772,0.736842105263
Emile Pladner,Flyweight,Orthodox,0.0526315789474,1235.23829313,1316.58597269,0,0,0.278195488722,0.781954887218
Tommy Milligan,NA,NA,0.0526315789474,1273.1120987,1369.07541575,3,0,0.350877192982,0.80701754386
Everett Rightmire,NA,NA,0.0523255813953,1266.22384847,1370.81939198,0,0,0.0872093023256,0.744186046512
Pongsaklek Wonjongkam,Super Flyweight,Southpaw,0.0520833333333,1364.23493273,1491.6192324,11,2,0.46875,0.927083333333
Tuffy Griffiths,NA,NA,0.0520833333333,1374.09308317,1476.85215772,2,0,0.395833333333,0.833333333333
Rafael Limon,Welterweight,Southpaw,0.0519480519481,1245.33019492,1311.35843336,0,0,0.480519480519,0.662337662338
Edgar Sosa,Flyweight,Orthodox,0.051724137931,1334.50250452,1417.77167783,8,0,0.48275862069,0.862068965517
Vito Antuofermo,Middleweight,Orthodox,0.051724137931,1332.52383526,1448.6712974,7,1,0.362068965517,0.844827586207
Emmett Rocco,NA,NA,0.051724137931,1238.19797431,1308.34308949,0,0,0.241379310345,0.568965517241
Berkrerk Chartvanchai,NA,NA,0.0512820512821,1212.66288013,1261.46546282,2,0,0.153846153846,0.717948717949
Bud Gorman,NA,NA,0.0512820512821,1219.68236586,1358.30803706,1,0,0.166666666667,0.615384615385
Bruce Woodcock,Heavyweight,Orthodox,0.0512820512821,1326.27769035,1421.31578813,5,0,0.794871794872,0.897435897436
Alf Hughes,NA,NA,0.0512820512821,1175.48682781,1209.08839198,0,0,0.102564102564,0.333333333333
Love Allotey,NA,NA,0.0508474576271,1238.66472436,1329.4919732,7,0,0.0677966101695,0.627118644068
James Kinchen,NA,NA,0.0508474576271,1239.40422925,1294.43666557,5,0,0.559322033898,0.813559322034
Ray Famechon,Featherweight,Orthodox,0.0508474576271,1301.66772408,1461.18105989,8,0,0.305084745763,0.85593220339
Melio Bettina,Light Heavyweight,Southpaw,0.0505050505051,1275.17982189,1435.92695696,7,0,0.343434343434,0.828282828283
Harold Gomes,Super Featherweight,Orthodox,0.05,1318.41923161,1426.45891228,2,0,0.383333333333,0.833333333333
Jimmy Delaney,Light Heavyweight,Orthodox,0.05,1230.91823229,1405.77762616,2,0,0.25,0.675
Mike Kaplan,Welterweight,Orthodox,0.05,1273.82645021,1392.84003108,2,0,0.183333333333,0.766666666667
Mike Weaver,Heavyweight,Orthodox,0.05,1308.27631585,1334.46662397,8,0,0.45,0.683333333333
Luis Santana,Light Middleweight,Orthodox,0.05,1263.80747463,1348.91358035,1,0,0.5,0.683333333333
Johnny Gonsalves,Lightweight,Orthodox,0.05,1309.98128889,1436.27496549,8,0,0.0875,0.7
Gilberto Keb Baas,Light Flyweight,Orthodox,0.05,1266.57564133,1314.33790676,2,0,0.333333333333,0.566666666667
Tony Herrera,NA,NA,0.05,1270.9173418,1385.93526119,4,0,0.19375,0.66875
Harry Jeffra,NA,NA,0.0495867768595,1271.54834425,1397.6307922,7,2,0.231404958678,0.768595041322
Holly Mims,Middleweight,Orthodox,0.049504950495,1258.38150478,1436.14197757,5,0,0.128712871287,0.673267326733
Ernesto Aguilar,Bantamweight,Southpaw,0.0493827160494,1201.03395122,1334.76341863,1,0,0.135802469136,0.493827160494
Jack Zivic,NA,NA,0.0493827160494,1247.29600179,1335.96423885,2,0,0.148148148148,0.567901234568
Lew Massey,NA,NA,0.0491803278689,1229.29414534,1357.78556989,4,0,0.0983606557377,0.590163934426
Michael Nunn,Middleweight,Southpaw,0.0491803278689,1378.29434901,1494.54555593,14,0,0.590163934426,0.934426229508
Willi Hoepner,NA,NA,0.0491803278689,1281.83920227,1386.36154966,5,0,0.524590163934,0.770491803279
Ludwig Lightburn,Lightweight,Orthodox,0.0491803278689,1267.52722073,1368.24346195,1,0,0.245901639344,0.770491803279
Primo Carnera,Heavyweight,Orthodox,0.0490196078431,1393.85033975,1498.85368237,7,1,0.676470588235,0.852941176471
Charles Humez,Middleweight,Orthodox,0.0490196078431,1335.93096844,1493.0649426,5,0,0.441176470588,0.911764705882
Al Ettore,NA,NA,0.0487804878049,1272.37488817,1419.07024525,2,0,0.243902439024,0.743902439024
Alfonso Frazer,NA,NA,0.0483870967742,1252.90598902,1319.06630958,4,0,0.467741935484,0.677419354839
Gene Hairston,Middleweight,Orthodox,0.0483870967742,1231.11213254,1334.09188818,0,0,0.354838709677,0.709677419355
Tommy Plowright,NA,NA,0.0481927710843,1209.1612277,1312.07411014,1,0,0.156626506024,0.493975903614
Jesus Pimentel,NA,NA,0.0481927710843,1365.92328837,1478.80491883,8,0,0.819277108434,0.915662650602
Raul Soriano,NA,NA,0.0481927710843,1252.92557119,1350.46411164,1,0,0.518072289157,0.66265060241
Juan Lazcano,Lightweight,Orthodox,0.047619047619,1286.29128066,1356.26741278,8,0,0.595238095238,0.857142857143
Norman Horton,NA,NA,0.047619047619,1224.54499584,1328.60436992,0,0,0.190476190476,0.666666666667
Hernan Marquez,Super Flyweight,Southpaw,0.047619047619,1242.97124853,1299.39029434,3,0,0.619047619048,0.857142857143
Eddie Huffman,NA,NA,0.047619047619,1221.78384956,1375.81731601,2,0,0.190476190476,0.52380952381
Indian Quintana,NA,NA,0.047619047619,1275.78313242,1342.61600203,0,0,0.333333333333,0.785714285714
Sumbu Kalambay,Middleweight,Orthodox,0.047619047619,1328.72488285,1452.17072728,6,1,0.444444444444,0.888888888889
Gene Tunney,Heavyweight,Orthodox,0.047619047619,1281.47170183,1408.5994979,3,2,0.559523809524,0.928571428571
Bob Olin,Light Heavyweight,Orthodox,0.0470588235294,1228.66175655,1343.39236139,5,1,0.282352941176,0.635294117647
Octavio Gomez,NA,NA,0.0470588235294,1229.19634241,1316.43704619,7,0,0.388235294118,0.705882352941
Jim Braddock,Heavyweight,Orthodox,0.0470588235294,1212.10801884,1310.43936725,2,0,0.305882352941,0.6
Pierre Cossemyns,NA,NA,0.0470588235294,1243.6102942,1306.12394959,0,0,0.2,0.717647058824
Marcel Thil,NA,NA,0.0469798657718,1244.60549286,1385.21532196,6,5,0.348993288591,0.744966442953
Jhonny Gonzalez,Featherweight,Orthodox,0.046875,1357.25310029,1441.23243991,8,0,0.734375,0.890625
Bob Godwin,NA,NA,0.046875,1275.40113014,1345.73962491,2,0,0.21875,0.703125
Dave Shade,Welterweight,Orthodox,0.046875,1236.4776648,1355.49053657,9,0,0.0703125,0.6171875
Dennis Andries,Light Heavyweight,Orthodox,0.046875,1295.99198476,1359.89942939,6,0,0.4375,0.75
Memo Valero,NA,NA,0.046875,1238.36105406,1299.28303833,2,0,0.21875,0.625
Bernabe Villacampo,Flyweight,Southpaw,0.046875,1268.82541291,1375.50589862,4,0,0.375,0.59375
Jesus Rojas,Super Flyweight,Orthodox,0.046875,1232.98799678,1272.72891223,0,0,0.359375,0.625
Chick Suggs,NA,NA,0.046783625731,1244.36670169,1334.47637664,3,1,0.169590643275,0.637426900585
Del Flanagan,Middleweight,Orthodox,0.046511627907,1330.11051888,1442.14448981,6,0,0.286821705426,0.806201550388
Curtis Sheppard,NA,NA,0.046511627907,1253.90015865,1323.51845923,3,0,0.372093023256,0.593023255814
Johnny Bratton,Welterweight,Orthodox,0.046511627907,1287.47402786,1349.89617623,8,1,0.395348837209,0.686046511628
Maurice Huguenin,NA,NA,0.046511627907,1231.43965907,1300.58035288,3,0,0.267441860465,0.651162790698
Joe Tei Ken,Bantamweight,Orthodox,0.046511627907,1214.1520552,1309.31349874,2,0,0.139534883721,0.488372093023
Pete Toro,NA,NA,0.046511627907,1243.96072082,1333.14375044,0,0,0.209302325581,0.627906976744
Enrique Pinder,Bantamweight,Orthodox,0.046511627907,1233.89800193,1296.22674482,2,1,0.279069767442,0.790697674419
Salvatore Burruni,NA,NA,0.0462962962963,1350.93590249,1502.95284356,7,1,0.277777777778,0.907407407407
Johnny Tapia,Super Flyweight,Orthodox,0.0461538461538,1278.98463997,1375.47080693,11,0,0.430769230769,0.907692307692
Gaetano Annaloro,NA,NA,0.0461538461538,1237.73244402,1376.66096379,2,0,0.169230769231,0.430769230769
Ambrose Palmer,Middleweight,Orthodox,0.0461538461538,1294.19716735,1400.99185036,3,0,0.307692307692,0.861538461538
Bep van Klaveren,Lightweight,Orthodox,0.045871559633,1248.09128483,1427.01553777,4,0,0.183486238532,0.724770642202
Giulio Rinaldi,Light Heavyweight,Orthodox,0.0454545454545,1283.53082829,1376.16872217,5,0,0.166666666667,0.651515151515
Ralph Tiger Jones,Middleweight,Orthodox,0.0454545454545,1294.33220814,1496.24210594,0,0,0.147727272727,0.579545454545
Bobby Chacon,Super Featherweight,Orthodox,0.0454545454545,1323.8223111,1444.40511245,10,0,0.666666666667,0.878787878788
Frankie LaFay,NA,NA,0.0454545454545,1238.66514669,1292.18764796,0,0,0.181818181818,0.681818181818
Jack Carroll,Welterweight,Orthodox,0.0454545454545,1268.59804263,1405.84761667,3,0,0.287878787879,0.742424242424
Stan Rowan,NA,NA,0.0454545454545,1229.5894887,1320.45093573,2,0,0.242424242424,0.69696969697
Johnny Famechon,Featherweight,Orthodox,0.0454545454545,1253.93635346,1348.53936937,4,1,0.30303030303,0.848484848485
Jimmy Leto,NA,NA,0.0451612903226,1240.71128697,1419.74080811,6,0,0.2,0.767741935484
Corporal Izzy Schwartz,NA,NA,0.0451127819549,1222.12705922,1308.98489121,4,1,0.0526315789474,0.556390977444
Petey Scalzo,NA,NA,0.045045045045,1263.44890736,1358.70907672,3,0,0.414414414414,0.801801801802
Nathan Mann,NA,NA,0.0449438202247,1247.38598449,1341.61634878,1,0,0.483146067416,0.820224719101
Manuel Medina,Featherweight,Orthodox,0.0449438202247,1343.83842095,1471.11851435,12,0,0.325842696629,0.741573033708
Ben Villaflor,Super Featherweight,Southpaw,0.044776119403,1236.2258603,1363.50020666,6,4,0.462686567164,0.820895522388
Ronnie Delaney,Middleweight,Southpaw,0.044776119403,1319.6479233,1417.83933376,2,0,0.402985074627,0.910447761194
Dave Crowley,NA,NA,0.0446927374302,1238.825772,1344.93527904,0,0,0.189944134078,0.715083798883
Solly Krieger,Middleweight,Orthodox,0.0446428571429,1260.43436291,1371.46859964,3,0,0.473214285714,0.723214285714
King Tut,Welterweight,Orthodox,0.0444444444444,1251.55993814,1325.71110958,4,0,0.377777777778,0.711111111111
Efren Torres,Flyweight,Orthodox,0.0444444444444,1286.76378293,1360.74658777,0,0,0.444444444444,0.744444444444
Danny Kid,Flyweight,Orthodox,0.0444444444444,1226.15897107,1335.32809572,4,0,0.144444444444,0.455555555556
Red Chapman,NA,NA,0.0444444444444,1304.28692961,1388.63725218,3,0,0.222222222222,0.744444444444
Ken Buchanan,Lightweight,Orthodox,0.0441176470588,1371.2318243,1503.29230423,8,2,0.367647058824,0.882352941176
Orlin Norris,Cruiserweight,Orthodox,0.0434782608696,1375.21264059,1505.24044228,6,0,0.376811594203,0.811594202899
Ceferino Garcia,Middleweight,Orthodox,0.0434782608696,1274.15203249,1421.49643899,8,0,0.459627329193,0.732919254658
Rex Layne,NA,NA,0.0434782608696,1255.67681177,1355.78201861,3,0,0.449275362319,0.710144927536
Nino Valdes,Heavyweight,Orthodox,0.0434782608696,1240.66813173,1299.48048664,5,0,0.492753623188,0.68115942029
Toshiaki Nishioka,Super Bantamweight,Southpaw,0.0434782608696,1260.16355251,1335.28196371,6,0,0.478260869565,0.826086956522
Al Winkler,NA,NA,0.0434782608696,1218.8404971,1279.97638012,2,0,0.101449275362,0.623188405797
Gianfranco Rosi,Light Middleweight,Orthodox,0.0434782608696,1378.13921346,1505.67060385,6,0,0.246376811594,0.884057971014
Joe Kahut,Heavyweight,Orthodox,0.0434782608696,1221.61670199,1297.55672384,3,0,0.402173913043,0.619565217391
Cleto Locatelli,NA,NA,0.0432098765432,1261.19249754,1401.67566608,3,0,0.141975308642,0.623456790123
Frankie Schoell,NA,NA,0.0432098765432,1235.31611222,1381.80750186,3,0,0.117283950617,0.672839506173
Cliff Anderson,NA,NA,0.0430107526882,1243.41879551,1339.04536684,2,0,0.225806451613,0.548387096774
Luther Rawlings,NA,NA,0.0428571428571,1248.10082646,1425.31162313,1,0,0.2,0.528571428571
Chalky Wright,Featherweight,Orthodox,0.042735042735,1254.98328103,1374.29841182,8,1,0.34188034188,0.692307692308
Billy Wallace,Welterweight,Orthodox,0.042735042735,1231.65761366,1362.07920372,5,0,0.196581196581,0.662393162393
Lawrence Austin,Light Middleweight,Orthodox,0.0425531914894,1240.10125806,1319.69073158,0,0,0.255319148936,0.702127659574
Jose Luis Soto,NA,NA,0.0425531914894,1174.27251847,1315.12412509,1,0,0.063829787234,0.31914893617
Jackie Graves,Featherweight,Southpaw,0.0425531914894,1297.16825906,1431.15212261,3,0,0.5,0.86170212766
Risto Luukkonen,NA,NA,0.0425531914894,1228.4515402,1281.60648809,4,0,0.191489361702,0.702127659574
Bob Baker,Heavyweight,Orthodox,0.0422535211268,1279.05072304,1385.33853059,5,0,0.267605633803,0.718309859155
Fred Apostoli,Middleweight,Orthodox,0.0422535211268,1355.40082721,1463.08029867,5,0,0.408450704225,0.845070422535
Frank Bojarski,Welterweight,Orthodox,0.0422535211268,1296.86139629,1415.08360312,0,0,0.239436619718,0.774647887324
Javier Castillejo,Light Middleweight,Orthodox,0.0422535211268,1390.84974791,1496.1950262,10,0,0.591549295775,0.859154929577
Joey Costa,NA,NA,0.0421052631579,1230.29085822,1303.51839257,1,0,0.221052631579,0.547368421053
Ray Miller,Lightweight,Orthodox,0.0420560747664,1220.29928658,1293.4310579,5,0,0.205607476636,0.542056074766
Johnny Busso,Welterweight,Orthodox,0.0416666666667,1231.06043422,1321.6315452,3,0,0.3125,0.729166666667
Ben Jeby,Middleweight,Orthodox,0.0416666666667,1308.29193139,1383.02523647,4,0,0.305555555556,0.736111111111
Mitsunori Seki,Featherweight,Southpaw,0.0416666666667,1273.33201441,1352.87933184,7,0,0.430555555556,0.847222222222
Doug Jones,Heavyweight,Orthodox,0.0416666666667,1259.88210333,1372.71542507,6,0,0.4375,0.625
Eugene Huat,NA,NA,0.0416666666667,1235.84933855,1383.95971056,2,0,0.141666666667,0.6
Bunny Grant,NA,NA,0.0416666666667,1257.23946759,1351.48485906,5,0,0.166666666667,0.722222222222
Young Stribling,Light Heavyweight,Orthodox,0.0413793103448,1319.49516942,1504.89520937,7,0,0.441379310345,0.879310344828
Babe Herman,NA,NA,0.0413223140496,1223.73507212,1390.2551982,3,0,0.128099173554,0.47520661157
Tony Janiro,Welterweight,Orthodox,0.0412371134021,1312.88469388,1424.09146389,3,0,0.278350515464,0.824742268041
Leo (Kid) Roy,NA,NA,0.0412371134021,1275.56426404,1387.21108578,2,0,0.19587628866,0.742268041237
Joe Glick,NA,NA,0.0411522633745,1243.64952991,1392.09235719,6,0,0.0987654320988,0.555555555556
Raoul Degryse,NA,NA,0.041095890411,1250.59476494,1324.08547268,0,0,0.205479452055,0.602739726027
Olli Maki,NA,NA,0.0408163265306,1243.60296927,1356.07030614,0,0,0.102040816327,0.551020408163
Nate Campbell,Light Welterweight,Orthodox,0.0408163265306,1295.31754061,1379.36367257,4,0,0.489795918367,0.734693877551
Cris Pineda,NA,NA,0.0408163265306,1208.5867187,1299.29911953,0,0,0.0204081632653,0.510204081633
Guty Espadas,Flyweight,Orthodox,0.0408163265306,1272.67609594,1352.26943625,6,0,0.571428571429,0.775510204082
Frankie Klick,NA,NA,0.0406504065041,1244.70348725,1324.14202453,3,0,0.19512195122,0.674796747967
Jose Toluco Lopez,NA,NA,0.0406504065041,1265.86090774,1370.78953003,0,0,0.49593495935,0.79674796748
Ignacio Pina,Bantamweight,Southpaw,0.0405405405405,1284.19068927,1344.34095589,1,0,0.216216216216,0.689189189189
Eddie Chavez,NA,NA,0.0405405405405,1252.26037328,1321.42944572,4,0,0.22972972973,0.797297297297
Charley Riley,NA,NA,0.040404040404,1293.56621199,1383.35842223,5,0,0.373737373737,0.69696969697
Ricardo Arredondo,Super Featherweight,Orthodox,0.040404040404,1310.74149409,1408.45635928,5,0,0.565656565657,0.767676767677
Pete Sarmiento,NA,NA,0.040404040404,1238.36446579,1340.3925218,2,0,0.151515151515,0.515151515152
Gerardo Ferrat,NA,NA,0.04,1208.81737786,1253.88931585,0,0,0.4,0.64
Frankie Toledo,Featherweight,Southpaw,0.04,1241.55597088,1302.63304107,0,0,0.32,0.84
Duilio Loi,Light Welterweight,Orthodox,0.04,1279.08617652,1455.31739251,8,1,0.184,0.912
Robin Reid,Super Middleweight,Orthodox,0.04,1261.33756711,1328.0816993,7,0,0.56,0.82
Richie Fontaine,NA,NA,0.04,1236.64174357,1315.27138571,0,0,0.133333333333,0.466666666667
Lew Perfetti,NA,NA,0.04,1245.74233349,1326.21007855,1,0,0.0666666666667,0.733333333333
Bobby Ivy,NA,NA,0.04,1250.15344099,1365.89823552,2,0,0.2,0.64
Jack Delaney,Light Heavyweight,Orthodox,0.04,1233.22080782,1449.90265167,4,1,0.285,0.505
Teddy Davis,Featherweight,Orthodox,0.0397350993377,1207.49829879,1306.59553259,0,0,0.152317880795,0.46357615894
Richie Kid Tanner,NA,NA,0.0397350993377,1241.34486356,1368.62672372,0,0,0.245033112583,0.562913907285
Bert Lytell,Middleweight,Southpaw,0.039603960396,1250.89166404,1353.49096534,5,0,0.217821782178,0.70297029703
Babe Risko,NA,NA,0.039603960396,1226.51964119,1354.48624672,0,0,0.178217821782,0.623762376238
Phil Kaplan,NA,NA,0.039603960396,1240.46713436,1305.34701187,0,0,0.326732673267,0.742574257426
Eddie Wolfe,NA,NA,0.039603960396,1268.15874192,1439.32018463,0,0,0.118811881188,0.633663366337
Vince Martinez,Welterweight,Orthodox,0.0394736842105,1385.24343385,1489.37815575,5,0,0.447368421053,0.894736842105
Emile Famechon,NA,NA,0.0394736842105,1242.27813552,1303.24349465,3,0,0.0921052631579,0.486842105263
Mike Holt,Light Heavyweight,Orthodox,0.0394736842105,1255.38180545,1324.79044394,3,0,0.368421052632,0.697368421053
Tippy Larkin,Light Welterweight,Orthodox,0.0392156862745,1389.2364879,1496.76921469,5,0,0.37908496732,0.895424836601
Santiago Zorrilla,NA,NA,0.0390625,1224.39251648,1337.76080832,2,0,0.0625,0.546875
Osk Till,NA,NA,0.038961038961,1237.00855979,1384.35427908,2,0,0.155844155844,0.623376623377
Paddy DeMarco,Lightweight,Orthodox,0.0388349514563,1295.57737866,1423.54174112,4,0,0.0776699029126,0.718446601942
Steve Halaiko,NA,NA,0.0387596899225,1240.47751649,1364.77041552,2,0,0.162790697674,0.62015503876
Jorge Arce,Super Bantamweight,Orthodox,0.0384615384615,1267.64594303,1366.30263639,10,0,0.602564102564,0.833333333333
Don Fullmer,Middleweight,Orthodox,0.0384615384615,1285.16268749,1389.46780452,6,0,0.166666666667,0.679487179487
Anthony Mundine,Light Middleweight,Orthodox,0.0384615384615,1340.89749017,1469.15440948,8,0,0.5,0.884615384615
Georges Mousse,NA,NA,0.0384615384615,1225.3119508,1368.66331254,0,0,0.025641025641,0.474358974359
Joey Hatfield,NA,NA,0.0384615384615,1211.91334521,1285.74915079,0,0,0.0384615384615,0.375
Frenchy Belanger,NA,NA,0.0384615384615,1208.50582831,1349.14303117,1,0,0.163461538462,0.451923076923
Ernesto Davis,NA,NA,0.0384615384615,1221.44136947,1303.64567186,0,0,0.269230769231,0.653846153846
Phil Muscato,NA,NA,0.0384615384615,1287.35959801,1371.83575269,2,0,0.230769230769,0.705128205128
Greg Haugen,Lightweight,Orthodox,0.0384615384615,1263.6969284,1348.65424834,7,0,0.326923076923,0.75
Art Giroux,NA,NA,0.0384615384615,1216.07272973,1309.52272894,1,0,0.179487179487,0.628205128205
Charley Cotton,NA,NA,0.0384615384615,1236.22602155,1310.92740882,1,0,0.269230769231,0.551282051282
Mike Belloise,Featherweight,Orthodox,0.0381679389313,1255.11882207,1352.11332093,5,0,0.160305343511,0.687022900763
Nate Bolden,Light Heavyweight,Orthodox,0.0380952380952,1255.49419971,1331.70100499,4,0,0.190476190476,0.609523809524
Billy Beauhuld,NA,NA,0.0379746835443,1249.95909218,1388.37660794,2,0,0.101265822785,0.683544303797
Freddie Mueller,NA,NA,0.0379746835443,1248.89585506,1322.94536413,1,0,0.113924050633,0.683544303797
Walter Woods,NA,NA,0.0379746835443,1286.35822073,1414.1598535,2,0,0.455696202532,0.848101265823
Mickey Cohen,NA,NA,0.0378787878788,1232.86086701,1331.82777129,2,0,0.212121212121,0.568181818182
Joe Rindone,Middleweight,Orthodox,0.0377358490566,1252.57978171,1356.53823002,0,0,0.283018867925,0.660377358491
Mustapha Mustaphaoui,NA,NA,0.0377358490566,1229.18850576,1298.33068138,1,0,0.188679245283,0.603773584906
Aaron Wade,NA,NA,0.0375,1242.14836492,1325.8697598,0,0,0.375,0.7375
Johnny Colan,NA,NA,0.0375,1289.64100426,1352.00983277,1,0,0.325,0.75
Piero Rollo,Bantamweight,Southpaw,0.0375,1237.58975443,1316.55492541,7,0,0.2875,0.7625
Lew Feldman,NA,NA,0.0374331550802,1242.08163505,1314.9684423,4,0,0.0534759358289,0.614973262032
Yoshiaki Numata,Super Featherweight,Orthodox,0.037037037037,1257.94587467,1341.37882665,5,1,0.203703703704,0.796296296296
Henry Chmielewski,NA,NA,0.037037037037,1275.76974938,1365.3575771,0,0,0.283950617284,0.703703703704
Phil Tobias,NA,NA,0.037037037037,1215.21777371,1323.73336786,5,0,0.0740740740741,0.432098765432
Nicolino Locche,Light Welterweight,Orthodox,0.037037037037,1297.23709646,1439.66382887,11,3,0.0888888888889,0.837037037037
Chic Calderwood,NA,NA,0.037037037037,1261.21196302,1333.72876154,4,0,0.5,0.796296296296
John L. Davis,NA,NA,0.037037037037,1231.23073917,1291.89213531,1,0,0.240740740741,0.648148148148
Sammy Mandell,NA,NA,0.0368421052632,1263.85697549,1381.3685426,5,5,0.163157894737,0.768421052632
Juan Diaz,Lightweight,Orthodox,0.0367647058824,1226.72856799,1364.26978569,6,0,0.308823529412,0.632352941176
Al Gainer,Light Heavyweight,Orthodox,0.0366972477064,1285.59325446,1366.77832725,10,0,0.376146788991,0.715596330275
Glen Lee,NA,NA,0.0365853658537,1254.61356603,1501.19005062,2,0,0.268292682927,0.69512195122
Bobby Garcia,NA,NA,0.0365853658537,1204.91860974,1292.91385879,3,0,0.174796747967,0.455284552846
Horacio Accavallo,Flyweight,Southpaw,0.0365853658537,1271.7777625,1495.97811833,0,0,0.353658536585,0.829268292683
Stan Mott,NA,NA,0.0363636363636,1242.98093809,1297.88521306,1,0,0.254545454545,0.636363636364
Dingaan Thobela,Lightweight,Orthodox,0.0363636363636,1245.65888417,1352.67072538,2,0,0.454545454545,0.709090909091
Freddie Fitzgerald,NA,NA,0.0363636363636,1246.80571536,1334.21533402,0,0,0.109090909091,0.581818181818
